stringID,sourceLang,targetLang,pos,description,sourceString,targetString
156,en,ur,,,coronavirus exposure,کورونا وائرس ایکسپوژر
161,en,ur,,,coronavirus incubation,کورونا وائرس انکوبیشن
162,en,ur,,,coronavirus incubation period,کورونا وائرس انکوبیشن کا عرصہ
163,en,ur,,,coronavirus infection,کورونا وائرس انفیکشن
168,en,ur,,,coronavirus map,کورونا وائرس نقشہ
170,en,ur,,,coronavirus medicine,کورونا وائرس دوائی
171,en,ur,,,coronavirus medicines,کورونا وائرس دوائیاں
172,en,ur,,,coronavirus news,کورونا وائرس خبریں
173,en,ur,,,coronavirus outbreak,کورونا وائرس وباء
174,en,ur,,,coronavirus pandemic,کورونا وائرس عالمی وباء
176,en,ur,,,coronavirus pneumonia,کورونا وائرس نمونیا
177,en,ur,,,coronavirus precautions,کورونا وائرس احتیاطی تدابیر
178,en,ur,,,coronavirus prevention,کورونا وائرس روک تھام
179,en,ur,,,coronavirus protection,کورونا وائرس حفاظت
180,en,ur,,,coronavirus quarantine,کورونا وائرس قرنطینہ
182,en,ur,,,coronavirus SOS Alert,کورونا وائرس ایس او ایس الرٹ
183,en,ur,,,coronavirus spread,کورونا وائرس پھیلاؤ
184,en,ur,,,coronavirus symptoms,کورونا وائرس علامات
185,en,ur,,,coronavirus transmission,کورونا وائرس ایک سے دوسرے کو لگنا
186,en,ur,,,coronavirus travel ban,کورونا وائرس سفر پر پابندی
187,en,ur,,,coronavirus travel restrictions,کورونا وائرس سفر پر پابندیاں
188,en,ur,,,coronavirus treatment,کورونا وائرس علاج
190,en,ur,,,coronavirus update,کورونا وائرس تازہ ترین
191,en,ur,,,coronavirus vaccine,کورونا وائرس ویکسین
192,en,ur,,,coronavirus vaccines,کورونا وائرس ویکسینز
198,en,ur,,,covid cases,covid کیسز
205,en,ur,,,covid early symptoms,covid شروع کی علامات
213,en,ur,,,covid incubation period,covid انکوبیشن پیریڈ
215,en,ur,,,covid international spread,covid عالمی پھیلاؤ
216,en,ur,,,covid international travel,covid بین الاقوامی سفر
217,en,ur,,,covid isolation,covid آئسولیشن
219,en,ur,,,covid map,covid نقشہ
220,en,ur,,,covid medicine,covid دوائی
221,en,ur,,,covid medicines,covid دوائیاں
222,en,ur,,,covid news,covid خبریں
223,en,ur,,,covid outbreak,covid وباء
224,en,ur,,,covid pandemic,covid عالمی وباء
225,en,ur,,,covid panic,covid خوف و ہراس
228,en,ur,,,covid SOS Alert,covid ایس او ایس الرٹ
230,en,ur,,,covid symptoms,covid علامات
231,en,ur,,,covid transmission,covid پھیلنا
232,en,ur,,,covid travel ban,covid سفر پر پابندی
233,en,ur,,,covid travel restrictions,covid سفر پر پابندیاں
234,en,ur,,,covid treatment,covid علاج
236,en,ur,,,covid vaccine,covid ویکسین
237,en,ur,,,covid vaccines,covid ویکسینز
242,en,ur,,,covid-19,covid-19
243,en,ur,,,covid-19 alert,covid-19 الرٹ
244,en,ur,,,covid-19 cases,covid-19 کیسز
245,en,ur,,,covid-19 CDC,covid-19 CDC
246,en,ur,,,covid-19 contagious,covid-19 متعدی
247,en,ur,,,covid-19 cure,covid-19 شفاء
248,en,ur,,,covid-19 dangerous,covid-19 خطرناک
249,en,ur,,,covid-19 deadly,covid-19 مہلک
250,en,ur,,,covid-19 death,covid-19 موت
251,en,ur,,,covid-19 deaths,covid-19 اموات
252,en,ur,,,covid-19 domestic travel,covid-19 ملک کے اندر سفر
253,en,ur,,,covid-19 early symptoms,covid-19 شروع کی علامات
254,en,ur,,,covid-19 effects,covid-19 اثرات
255,en,ur,,,covid-19 epidemic,covid-19 وباء
256,en,ur,,,covid-19 exposure,covid-19 ایکسپوژر
257,en,ur,,,covid-19 fatal,covid-19 مہلک
258,en,ur,,,covid-19 fever,covid-19 بخار
259,en,ur,,,covid-19 illness,covid-19 بیماری
260,en,ur,,,covid-19 incubation,covid-19 انکوبیشن
261,en,ur,,,covid-19 incubation period,covid-19 انکوبیشن کا عرصہ
262,en,ur,,,covid-19 infection,covid-19 انفیکشن
263,en,ur,,,covid-19 international spread,covid-19 عالمی پھیلاؤ
264,en,ur,,,covid-19 international travel,covid-19 بین الاقوامی سفر
265,en,ur,,,covid-19 isolation,covid-19 آئیسولیشن
266,en,ur,,,covid-19 lockdown,covid-19 لاک ڈاؤن
267,en,ur,,,covid-19 map,covid-19 نقشہ
268,en,ur,,,covid-19 medicine,covid-19 دوائی
269,en,ur,,,covid-19 medicines,covid-19 دوائیاں
270,en,ur,,,covid-19 news,covid-19 خبریں
271,en,ur,,,covid-19 outbreak,covid-19 وباء
272,en,ur,,,covid-19 pandemic,covid-19 عالمی وباء
273,en,ur,,,covid-19 panic,covid-19 خوف و ہراس
275,en,ur,,,covid-19 precautions,covid-19 احتیاطی تدابیر
276,en,ur,,,covid-19 protection,covid-19 حفاظت
277,en,ur,,,covid-19 quarantine,covid-19 قرنطینہ
278,en,ur,,,covid-19 SOS Alert,covid-19 ایس او ایس الرٹ
279,en,ur,,,covid-19 spread,covid-19 پھیلاؤ
280,en,ur,,,covid-19 symptoms,covid-19 علامات
281,en,ur,,,covid-19 transmission,covid-19 پھیلاؤ
282,en,ur,,,covid-19 travel ban,covid-19 سفر پر پابندی
283,en,ur,,,covid-19 travel restrictions,covid-19 سفر پر پابندیاں
284,en,ur,,,covid-19 treatment,covid-19 علاج
285,en,ur,,,covid-19 uncontrolled spread,covid-19 بے روک ٹوک پھیلاؤ
286,en,ur,,,covid-19 vaccine,covid-19 ویکسین
287,en,ur,,,covid-19 vaccines,covid-19 ویکسینز
288,en,ur,,,COVID-19 virus,covid-19 وائرس
289,en,ur,,,covid-19 virus outbreak,covid-19 وائرس کی بیماری
290,en,ur,,,covid-19 virus transmission,covid-19 وائرس کا لگنا
291,en,ur,,,covid-19 WHO,covid-19 ڈبلیو ایچ او
292,en,ur,,,covid19,covid19
293,en,ur,,,covid19 alert,covid19 الرٹ
294,en,ur,,,covid19 cases,covid19 کیسز
295,en,ur,,,covid19 CDC,covid19 CDC
301,en,ur,,,covid19 deaths,covid19 اموات
302,en,ur,,,covid19 domestic travel,covid19 ملک کے اندر سفر
303,en,ur,,,covid19 effects,covid19 اثرات
304,en,ur,,,covid19 epidemic,covid19 وباء
305,en,ur,,,covid19 exposure,covid19 ایکسپوژر
306,en,ur,,,covid19 fatal,covid19 مہلک
307,en,ur,,,covid19 fever,covid19 بخار
308,en,ur,,,covid19 illness,covid19 بیماری
309,en,ur,,,covid19 incubation,covid19 انکوبیشن
310,en,ur,,,covid19 incubation period,covid19 انکوبیشن کا عرصہ
311,en,ur,,,covid19 infection,covid19 انفیکشن
312,en,ur,,,covid19 international spread,covid19 عالمی پھیلاؤ
313,en,ur,,,covid19 international travel,covid19 بین الاقوامی سفر
314,en,ur,,,covid19 isolation,covid19 آئیسولیشن
315,en,ur,,,covid19 lockdown,covid19 لاک ڈاؤن
316,en,ur,,,covid19 map,covid19 نقشہ
317,en,ur,,,covid19 medicine,covid19 دوائی
318,en,ur,,,covid19 medicines,covid19 دوائیاں
319,en,ur,,,covid19 news,covid19 خبریں
320,en,ur,,,covid19 outbreak,covid19 وباء
321,en,ur,,,covid19 pandemic,covid19 عالمی وباء
324,en,ur,,,covid19 precautions,covid19 احتیاطی تدابیر
325,en,ur,,,covid19 protection,covid19 حفاظت
326,en,ur,,,covid19 quarantine,covid19 قرنطینہ
327,en,ur,,,covid19 SOS Alert,covid19 ایس او ایس الرٹ
328,en,ur,,,covid19 spread,covid19 پھیلاؤ
329,en,ur,,,covid19 symptoms,covid19 علامات
330,en,ur,,,covid19 transmission,covid19 پھیلاؤ
331,en,ur,,,covid19 travel ban,covid19 سفر پر پابندی
332,en,ur,,,covid19 travel restrictions,covid19 سفر پر پابندیاں
333,en,ur,,,covid19 treatment,covid19 علاج
335,en,ur,,,covid19 vaccine,covid19 ویکسین
336,en,ur,,,covid19 vaccines,covid19 ویکسینز
337,en,ur,,,covid19 virus,covid19 وائرس
338,en,ur,,,covid19 virus outbreak,covid19 وائرس کا پھیلاؤ
339,en,ur,,,covid19 virus transmission,covid19 وائرس کا لگنا
342,en,ur,,,current outbreak,حالیہ وباء
343,en,ur,,,deadly outbreak,مہلک وباء
345,en,ur,,,disease outbreak,بیماری کا پھیلاؤ
346,en,ur,,,Disposable hand sanitizer,ڈسپوزایبل ہینڈ سینیٹائزر
348,en,ur,,,domestic travel,ملک کے اندر سفر
351,en,ur,,,droplets,چھوٹے چھوٹے قطرے
357,en,ur,,,Effects of coronavirus,کورونا وائرس کے اثرات
359,en,ur,,,epidemic,وباء
360,en,ur,,,epidemic and pandemic,وباء اور عالمی وباء
362,en,ur,,,epidemic disease,وبائی مرض
364,en,ur,,,epidemic outbreak,وباء کا پھیلنا
365,en,ur,,,epidemic period,وباء کا عرصہ
366,en,ur,,,epidemic prevention,وباء کی روک تھام
368,en,ur,,,epidemic season,وباء کا موسم
369,en,ur,,,epidemic situation,وباء کی صورت حال
371,en,ur,,,exposure,ایکسپوژر
375,en,ur,,,exposure time,ایکسپوژر کا وقت
379,en,ur,,,fever,بخار
380,en,ur,,,fight the virus,وائرس کا مقابلہ کرنا
381,en,ur,,,Fighting the outbreak,پھیلاؤ کا مقابلہ کرنا
382,en,ur,,,flu epidemic,فلو کی وباء
385,en,ur,,,fomites,استعمال کی اشیا
392,en,ur,,,global health emergency,صحت کی عالمی ایمرجنسی
393,en,ur,,,global outbreak,عالمی پھیلاؤ
394,en,ur,,,global pandemic,عالمی وباء
396,en,ur,,,hand sanitizer,ہینڈ سینیٹائزر
397,en,ur,,,hand sanitizer dispenser,ہینڈ سینیٹائزر ڈسپنسر
398,en,ur,,,hand sanitizer gel,ہینڈ سینیٹائزر جیل
399,en,ur,,,hand sanitizer spray,ہینڈ سینیٹائزر سپرے
403,en,ur,,,home isolation,گھر پر محدود رہنا
404,en,ur,,,home quarantine,گھر پر قرنطینہ
410,en,ur,,,illness,بیماری
415,en,ur,,,incubation period,انکوبیشن کا عرصہ
418,en,ur,,,infected,انفیکشن کا شکار
424,en,ur,,,instant hand sanitizer,انسٹنٹ ہینڈ سینیٹائزر
425,en,ur,,,international spread,عالمی پھیلاؤ
426,en,ur,,,international travel,بین الاقوامی سفر
427,en,ur,,,isolation,علیحدگی
428,en,ur,,,isolation period,آئیسولیشن کا عرصہ
430,en,ur,,,isolation room,آئسولیشن روم
431,en,ur,,,isolation valve,آئسیولیشن والو
432,en,ur,,,isolation ward,آئیسولیشن وارڈ
434,en,ur,,,lockdown,لاک ڈاؤن
438,en,ur,,,major outbreak,بڑا پھیلاؤ
439,en,ur,,,mandatory quarantine,جبری قرنطینہ
440,en,ur,,,mass gathering,لوگوں کا اجتماع
444,en,ur,,,medicine,دوائی
445,en,ur,,,medicines,دوائیاں
448,en,ur,,,n95,n95
449,en,ur,,,n95 mask,n95 ماسک
450,en,ur,,,n95 respirator,n95 ریسپیریٹر
451,en,ur,,,ncov,ncov
452,en,ur,,,ncov-2019,ncov-2019
453,en,ur,,,new coronavirus,نیا کورونا وائرس
454,en,ur,,,new coronavirus pneumonia,نیا کورونا وائرس نمونیا
460,en,ur,,,novel coronavirus,بالکل نیا کورونا وائرس
462,en,ur,,,novel coronavirus infection,ناول کورونا وائرس انفیکشن
463,en,ur,,,novel coronavirus outbreak,ناول کورونا وائرس پھیلاؤ
464,en,ur,,,novel coronavirus pneumonia,ناول کورونا وائرس نمونیہ
470,en,ur,,,ongoing outbreak,حالیہ پھیلاؤ
472,en,ur,,,outbreak,پھیلاؤ
474,en,ur,,,outbreak of coronavirus,کورونا وائرس کا پھیلاؤ
475,en,ur,,,outbreak of disease,بیماری کا پھیلاؤ
482,en,ur,,,pandemic,عالمی وباء
485,en,ur,,,pandemic influenza,عالمی انفلوئنزا
486,en,ur,,,pandemic outbreak,عالمی وباء
487,en,ur,,,pandemic plan,عالمی وباء منصوبہ
488,en,ur,,,pandemic potential,دنیا بھر میں ہونے کا امکان
495,en,ur,,,pneumonia,نمونیا
496,en,ur,,,pneumonia epidemic,نمونیہ کی وباء
497,en,ur,,,potential exposure,ممکنہ ایکسپوژر
498,en,ur,,,precautions,احتیاطی تدابیر
499,en,ur,,,prevent virus,وائرس کی روک تھام
500,en,ur,,,prolonged exposure,لمبے عرصے کے لیے ایکسپوژر
504,en,ur,,,quarantine,قرنطینہ
505,en,ur,,,quarantine area,قرنطینہ کی جگہ
506,en,ur,,,quarantine facility,قرنطینہ کی سہولت
507,en,ur,,,quarantine measures,قرنطینہ کے اقدامات
508,en,ur,,,quarantine period,قرنطینہ کا عرصہ
509,en,ur,,,quarantine room,قرنطینہ کا کمرہ
510,en,ur,,,quarantine zone,قرنطینہ کا علاقہ
512,en,ur,,,Recovered coronavirus patient,کورونا وائرس سے صحتیاب ہونے والا مریض
514,en,ur,,,repatriate,اپنے ملک واپس بھیجنا
515,en,ur,,,repeated exposure,دوبارہ ایکسپوژر
516,en,ur,,,respiratory syncytial virus,ریسپائریٹری سنسیٹیئل وائرس
517,en,ur,,,respiratory virus,سانس کا وائرس
519,en,ur,,,Sanitizing hand sanitizer,ہینڈ سینیٹائزر کو سینیٹائز کرنا
520,en,ur,,,SARS-CoV-2,SARS-CoV-2
521,en,ur,,,self isolation,خود کو علیحدہ کرنا
522,en,ur,,,self quarantine,خود کو قرنطینہ میں رکھنا
523,en,ur,,,Severe outbreak,شدید بیماری
525,en,ur,,,social distancing,لوگوں سے دور رہنا
526,en,ur,,,social distancing measures,ایک دوسرے سے دور رہنے کے اقدامات
527,en,ur,,,social isolation,لوگوں سے الگ رہنا
528,en,ur,,,SOS Alert,ایس او ایس الرٹ
529,en,ur,,,spread,پھیلاؤ
530,en,ur,,,spread of coronavirus,کورونا وائرس کا پھیلاؤ
531,en,ur,,,spread of virus,وائرس کا پھیلاؤ
535,en,ur,,,strain of virus,وائرس کی قسم
541,en,ur,,,the incubation period,انکوبیشن کا عرصہ
544,en,ur,,,the novel coronavirus,ناول کورونا وائرس
558,en,ur,,,touching face,چہرے کو ہاتھ لگانا
559,en,ur,,,travel advisory,سفر کے متعلق ہدایات
560,en,ur,,,travel ban,سفر پر پابندی
561,en,ur,,,travel restrictions,سفر پر پابندیاں
565,en,ur,,,use hand sanitizer,ہینڈ سینیٹائزر استعمال کریں
566,en,ur,,,vaccines,ویکسینز
567,en,ur,,,viral outbreak,وائرس کا پھیلنا
568,en,ur,,,virtual lockdown,لاک ڈاؤن جیسی حالت
569,en,ur,,,virus,وائرس
570,en,ur,,,virus carrier,وائرس پھیلانے والا
573,en,ur,,,virus infection,وائرس کا انفیکشن
575,en,ur,,,virus mask,وائرس ماسک
576,en,ur,,,virus outbreak,وائرس کی وباء
577,en,ur,,,virus prevention,وائرس روک تھام
578,en,ur,,,virus protection,وائرس حفاظت
580,en,ur,,,virus spread,وائرس پھیلاؤ
582,en,ur,,,virus spreads,وائرس پھیلتا ہے
583,en,ur,,,virus strain,وائرس کی قسم
584,en,ur,,,virus transmission,وائرس لگنا
586,en,ur,,,wash your hands,اپنے ہاتھ دھوئیں
587,en,ur,,,washing hands,ہاتھ دھونا
589,en,ur,,,WHO,ڈبلیو ایچ او
590,en,ur,,,WHO Confirmed,ڈبلیو ایچ او کا تصدیق کردہ
591,en,ur,,,WHO Deaths,ڈبلیو ایچ او اموات
592,en,ur,,,widespread outbreak,وسیع پیمانے پر پھیلاؤ
597,en,ur,,,World Health Organization,ورلڈ ہیلتھ آرگنائزیشن
600,en,ur,,,zoonotic disease,جانوروں سے لگنے والی بیماری
601,en,ur,,,zoonotic virus,جانوروں والا وائرس
