stringID,sourceLang,targetLang,pos,description,sourceString,targetString
290,en,ro,,,covid-19 virus transmission,transmitere virus covid-19
291,en,ro,,,covid-19 WHO,covid-19 OMS
292,en,ro,,,covid19,covid19
293,en,ro,,,covid19 alert,covid19 alertă
294,en,ro,,,covid19 cases,cazuri covid19
295,en,ro,,,covid19 CDC,covid19 CDC
301,en,ro,,,covid19 deaths,covid19 decese
302,en,ro,,,covid19 domestic travel,covid19 călătorie locală
303,en,ro,,,covid19 effects,covid19 efecte
304,en,ro,,,covid19 epidemic,covid19 epidemie
305,en,ro,,,covid19 exposure,covid19 expunere
306,en,ro,,,covid19 fatal,covid19 mortal
307,en,ro,,,covid19 fever,covid19 febră
308,en,ro,,,covid19 illness,covid19 boală
309,en,ro,,,covid19 incubation,covid19 incubație
310,en,ro,,,covid19 incubation period,covid19 perioadă de incubație
311,en,ro,,,covid19 infection,covid19 infecție
312,en,ro,,,covid19 international spread,covid19 răspândire internațională
313,en,ro,,,covid19 international travel,covid19 călătorie internațională
314,en,ro,,,covid19 isolation,covid19 izolare
315,en,ro,,,covid19 lockdown,covid19 carantină
316,en,ro,,,covid19 map,hartă covid19
317,en,ro,,,covid19 medicine,medicament covid19
318,en,ro,,,covid19 medicines,medicamente covid19
319,en,ro,,,covid19 news,știri covid19
320,en,ro,,,covid19 outbreak,covid19 epidemie
321,en,ro,,,covid19 pandemic,covid19 pandemie
324,en,ro,,,covid19 precautions,covid19 precauții
325,en,ro,,,covid19 protection,covid19 protecție
326,en,ro,,,covid19 quarantine,carantină covid19
327,en,ro,,,covid19 SOS Alert,covid19 Alertă SOS
328,en,ro,,,covid19 spread,covid19 răspândire
329,en,ro,,,covid19 symptoms,covid19 simptome
330,en,ro,,,covid19 transmission,transmitere covid19
331,en,ro,,,covid19 travel ban,covid19 interdicție de călătorie
332,en,ro,,,covid19 travel restrictions,covid19 restricții de călătorie
333,en,ro,,,covid19 treatment,tratament covid19
335,en,ro,,,covid19 vaccine,vaccin covid19
336,en,ro,,,covid19 vaccines,vaccinuri covid19
337,en,ro,,,covid19 virus,virus covid19
338,en,ro,,,covid19 virus outbreak,epidemie de virus covid19
339,en,ro,,,covid19 virus transmission,transmitere virus covid19
342,en,ro,,,current outbreak,epidemie actuală
343,en,ro,,,deadly outbreak,epidemie letală
345,en,ro,,,disease outbreak,izbucnire epidemie boală
346,en,ro,,,Disposable hand sanitizer,Dezinfectant pentru mâini de unică folosință
348,en,ro,,,domestic travel,călătorie locală
351,en,ro,,,droplets,stropi
357,en,ro,,,Effects of coronavirus,Efectele coronavirusului
359,en,ro,,,epidemic,epidemie
360,en,ro,,,epidemic and pandemic,epidemie și pandemie
362,en,ro,,,epidemic disease,boală epidemică
364,en,ro,,,epidemic outbreak,răspândire epidemie
365,en,ro,,,epidemic period,perioadă epidemie
366,en,ro,,,epidemic prevention,prevenție epidemie
368,en,ro,,,epidemic season,sezon epidemic
369,en,ro,,,epidemic situation,situație epidemică
371,en,ro,,,exposure,expunere
375,en,ro,,,exposure time,timp de expunere
379,en,ro,,,fever,febră
380,en,ro,,,fight the virus,luptați contra virusului
381,en,ro,,,Fighting the outbreak,Combaterea epidemiei
382,en,ro,,,flu epidemic,epidemie de gripă
385,en,ro,,,fomites,obiecte contaminate
392,en,ro,,,global health emergency,urgență de sănătate globală
393,en,ro,,,global outbreak,izbucnire globală epidemie
394,en,ro,,,global pandemic,pandemie globală
396,en,ro,,,hand sanitizer,dezinfectant mâini
397,en,ro,,,hand sanitizer dispenser,dozator cu dezinfectant pentru mâini
398,en,ro,,,hand sanitizer gel,gel dezinfectant pentru mâini
399,en,ro,,,hand sanitizer spray,spray dezinfectant pentru mâini
403,en,ro,,,home isolation,izolare acasă
404,en,ro,,,home quarantine,carantină acasă
410,en,ro,,,illness,boală
415,en,ro,,,incubation period,perioadă incubație
418,en,ro,,,infected,infectat
424,en,ro,,,instant hand sanitizer,dezinfectant pentru mâini instantaneu
425,en,ro,,,international spread,răspândire internațională
426,en,ro,,,international travel,deplasare internațională
427,en,ro,,,isolation,izolare
428,en,ro,,,isolation period,perioadă de izolare
430,en,ro,,,isolation room,cameră izolare
431,en,ro,,,isolation valve,valvă izolare
432,en,ro,,,isolation ward,secție izolare
434,en,ro,,,lockdown,carantină
438,en,ro,,,major outbreak,izbucnire majoră epidemie
439,en,ro,,,mandatory quarantine,carantină obligatorie
440,en,ro,,,mass gathering,adunare în masă
444,en,ro,,,medicine,medicament
445,en,ro,,,medicines,medicamente
448,en,ro,,,n95,n95
449,en,ro,,,n95 mask,mască n95
450,en,ro,,,n95 respirator,respirator n95
451,en,ro,,,ncov,ncov
452,en,ro,,,ncov-2019,ncov-2019
453,en,ro,,,new coronavirus,noul coronavirus
454,en,ro,,,new coronavirus pneumonia,pneumonie noul coronavirus
460,en,ro,,,novel coronavirus,coronavirus nou
462,en,ro,,,novel coronavirus infection,infecție cu noul coronavirus
463,en,ro,,,novel coronavirus outbreak,epidemie de noul coronavirus
464,en,ro,,,novel coronavirus pneumonia,pneumonie cauzată de noul coronavirus
470,en,ro,,,ongoing outbreak,epidemie în desfășurare
472,en,ro,,,outbreak,epidemie
474,en,ro,,,outbreak of coronavirus,izbucnirea virusului
475,en,ro,,,outbreak of disease,epidemie de boală
482,en,ro,,,pandemic,pandemic
485,en,ro,,,pandemic influenza,pandemie influenza
486,en,ro,,,pandemic outbreak,izbucnire pandemie
487,en,ro,,,pandemic plan,plan de pandemie
488,en,ro,,,pandemic potential,potențial pandemie
495,en,ro,,,pneumonia,pneumonie
496,en,ro,,,pneumonia epidemic,pneumonie epidemie
497,en,ro,,,potential exposure,expunere posibilă
498,en,ro,,,precautions,precauții
499,en,ro,,,prevent virus,prevenire virus
500,en,ro,,,prolonged exposure,expunere prelungită
504,en,ro,,,quarantine,carantină
505,en,ro,,,quarantine area,regiune carantină
506,en,ro,,,quarantine facility,unitate carantină
507,en,ro,,,quarantine measures,măsuri carantină
508,en,ro,,,quarantine period,perioadă carantină
509,en,ro,,,quarantine room,sală carantină
510,en,ro,,,quarantine zone,zonă carantină
512,en,ro,,,Recovered coronavirus patient,Pacient cu coronavirus recuperat
514,en,ro,,,repatriate,repatriez
515,en,ro,,,repeated exposure,expunere repetată
516,en,ro,,,respiratory syncytial virus,virus respirator sincițial
517,en,ro,,,respiratory virus,virus respirator
519,en,ro,,,Sanitizing hand sanitizer,Dezinfectare cu dezinfectant pentru mâini
520,en,ro,,,SARS-CoV-2,SARS-CoV-2
521,en,ro,,,self isolation,autoizolare
522,en,ro,,,self quarantine,carantină autoimpusă
523,en,ro,,,Severe outbreak,Izbucnire gravă epidemie
525,en,ro,,,social distancing,distanțare socială
526,en,ro,,,social distancing measures,măsuri de distanțare socială
527,en,ro,,,social isolation,izolare socială
528,en,ro,,,SOS Alert,Alertă SOS
529,en,ro,,,spread,răspândire
530,en,ro,,,spread of coronavirus,răspândirea coronavirusului
531,en,ro,,,spread of virus,răspândirea virusului
535,en,ro,,,strain of virus,tulpină de virus
541,en,ro,,,the incubation period,perioadă de incubație
544,en,ro,,,the novel coronavirus,noul coronavirus
558,en,ro,,,touching face,atingerea feței
559,en,ro,,,travel advisory,sfaturi de călătorie
560,en,ro,,,travel ban,interdicție de călătorie
561,en,ro,,,travel restrictions,restricții de călătorie
565,en,ro,,,use hand sanitizer,folosiți dezinfectant pentru mâini
566,en,ro,,,vaccines,vaccinuri
567,en,ro,,,viral outbreak,epidemie virală
568,en,ro,,,virtual lockdown,izolare virtuală
569,en,ro,,,virus,virus
570,en,ro,,,virus carrier,purtător de virus
573,en,ro,,,virus infection,infecție virus
575,en,ro,,,virus mask,virus mască
576,en,ro,,,virus outbreak,epidemie virus
577,en,ro,,,virus prevention,prevenire virus
578,en,ro,,,virus protection,protecție contra virus
580,en,ro,,,virus spread,răspândire virus
582,en,ro,,,virus spreads,virusul se răspândește
583,en,ro,,,virus strain,tulpină de virus
584,en,ro,,,virus transmission,transmiterea virusului
586,en,ro,,,wash your hands,spălați-vă pe mâini
587,en,ro,,,washing hands,spălarea mâinilor
589,en,ro,,,WHO,OMS
590,en,ro,,,WHO Confirmed,Confirmat de OMS
591,en,ro,,,WHO Deaths,OMS Decese
592,en,ro,,,widespread outbreak,izbucnire epidemie la scară largă
597,en,ro,,,World Health Organization,Organizația Mondială a Sănătății
600,en,ro,,,zoonotic disease,boală zoonotică
601,en,ro,,,zoonotic virus,virus zoonotic
