stringID,sourceLang,targetLang,pos,description,sourceString,targetString
64,en,fil,,,avoid exposure,iwasan ang pagkalantad
65,en,fil,,,be infected,mahawaan
75,en,fil,,,Beware of coronavirus,Mag-ingat sa coronavirus
76,en,fil,,,bilateral interstitial pneumonia,bilateral interstitial pneumonia
77,en,fil,,,CDC,CDC
78,en,fil,,,Center for Disease Control,Center for Disease Control
83,en,fil,,,community spread,paglaganap sa komunidad
84,en,fil,,,compulsory quarantine,sapilitang quarantine
85,en,fil,,,contagious,nakakahawa
135,en,fil,,,coronavirus,coronavirus
136,en,fil,,,coronavirus (COVID-19),coronavirus (COVID-19)
137,en,fil,,,coronavirus alert,alerto sa coronavirus
139,en,fil,,,coronavirus cases,mga kaso ng coronavirus
141,en,fil,,,coronavirus concerns,mga alalahanin tungkol sa coronavirus
143,en,fil,,,coronavirus crisis,krisis ng coronavirus
149,en,fil,,,coronavirus disease,sakit na coronavirus
150,en,fil,,,Coronavirus disease (COVID-19) outbreak,Outbreak ng sakit na coronavirus (COVID-19)
153,en,fil,,,coronavirus early symptoms,maaagang sintomas ng coronavirus
155,en,fil,,,coronavirus epidemic,epidemya ng coronavirus
156,en,fil,,,coronavirus exposure,pagkalantad sa coronavirus
161,en,fil,,,coronavirus incubation,incubation ng coronavirus
162,en,fil,,,coronavirus incubation period,tagal ng incubation ng coronavirus
163,en,fil,,,coronavirus infection,pagkahawa sa coronavirus
168,en,fil,,,coronavirus map,mapa ng coronavirus
170,en,fil,,,coronavirus medicine,gamot sa coronavirus
171,en,fil,,,coronavirus medicines,mga gamot sa coronavirus
172,en,fil,,,coronavirus news,mga balita tungkol sa coronavirus
173,en,fil,,,coronavirus outbreak,outbreak ng coronavirus
174,en,fil,,,coronavirus pandemic,pandemya ng coronavirus
176,en,fil,,,coronavirus pneumonia,pulmonya dahil sa coronavirus
177,en,fil,,,coronavirus precautions,mga pag-iingat laban sa coronavirus
178,en,fil,,,coronavirus prevention,pagpigil sa coronavirus
179,en,fil,,,coronavirus protection,proteksyon laban sa coronavirus
180,en,fil,,,coronavirus quarantine,quarantine dahil sa coronavirus
182,en,fil,,,coronavirus SOS Alert,SOS Alert para sa coronavirus
183,en,fil,,,coronavirus spread,paglaganap ng coronavirus
184,en,fil,,,coronavirus symptoms,mga sintomas ng coronavirus
185,en,fil,,,coronavirus transmission,pagpasa ng coronavirus
186,en,fil,,,coronavirus travel ban,pag-ban sa paglalakbay dahil sa coronavirus
187,en,fil,,,coronavirus travel restrictions,mga paghihigpit sa paglalakbay dahil sa coronavirus
188,en,fil,,,coronavirus treatment,panggagamot sa coronavirus
190,en,fil,,,coronavirus update,update sa coronavirus
191,en,fil,,,coronavirus vaccine,bakuna laban sa coronavirus
192,en,fil,,,coronavirus vaccines,mga bakuna laban sa coronavirus
198,en,fil,,,covid cases,mga kaso ng covid
205,en,fil,,,covid early symptoms,maaagang sintomas ng covid
213,en,fil,,,covid incubation period,tagal ng incubation ng covid
215,en,fil,,,covid international spread,pandaigdigang paglaganap ng covid
216,en,fil,,,covid international travel,covid sa paglalakbay sa ibang bansa
217,en,fil,,,covid isolation,isolation dahil sa covid
219,en,fil,,,covid map,mapa ng covid
220,en,fil,,,covid medicine,gamot sa covid
221,en,fil,,,covid medicines,mga gamot sa covid
222,en,fil,,,covid news,mga balita tungkol sa covid
223,en,fil,,,covid outbreak,outbreak ng covid
224,en,fil,,,covid pandemic,pandemya ng covid
225,en,fil,,,covid panic,panic dahil sa covid
228,en,fil,,,covid SOS Alert,SOS Alert para sa covid
230,en,fil,,,covid symptoms,mga sintomas ng covid
231,en,fil,,,covid transmission,pagpasa ng covid
232,en,fil,,,covid travel ban,pag-ban sa paglalakbay dahil sa covid
233,en,fil,,,covid travel restrictions,mga paghihigpit sa paglalakbay dahil sa covid
234,en,fil,,,covid treatment,panggagamot sa covid
236,en,fil,,,covid vaccine,bakuna laban sa covid
237,en,fil,,,covid vaccines,mga bakuna laban sa covid
242,en,fil,,,covid-19,covid-19
243,en,fil,,,covid-19 alert,alerto sa covid-19
244,en,fil,,,covid-19 cases,mga kaso ng covid-19
245,en,fil,,,covid-19 CDC,covid-19 ayon sa CDC
246,en,fil,,,covid-19 contagious,nakakahawa ang covid-19
247,en,fil,,,covid-19 cure,gamot sa covid-19
248,en,fil,,,covid-19 dangerous,mapanganib ang covid-19
249,en,fil,,,covid-19 deadly,nakakamatay ang covid-19
250,en,fil,,,covid-19 death,pagkamatay dahil sa covid-19
251,en,fil,,,covid-19 deaths,mga pagkamatay dahil sa covid-19
252,en,fil,,,covid-19 domestic travel,covid-19 sa lokal na paglalakbay
253,en,fil,,,covid-19 early symptoms,maaagang sintomas ng covid-19
254,en,fil,,,covid-19 effects,mga epekto ng covid-19
255,en,fil,,,covid-19 epidemic,epidemya ng covid-19
256,en,fil,,,covid-19 exposure,pagkalantad sa covid-19
257,en,fil,,,covid-19 fatal,nakakamatay ang covid-19
258,en,fil,,,covid-19 fever,lagnat dahil sa covid-19
259,en,fil,,,covid-19 illness,sakit na covid-19
260,en,fil,,,covid-19 incubation,incubation ng covid-19
261,en,fil,,,covid-19 incubation period,tagal ng incubation ng covid-19
262,en,fil,,,covid-19 infection,pagkahawa sa covid-19
263,en,fil,,,covid-19 international spread,pandaigdigang paglaganap ng covid-19
264,en,fil,,,covid-19 international travel,covid-19 sa paglalakbay sa ibang bansa
265,en,fil,,,covid-19 isolation,isolation dahil sa covid-19
266,en,fil,,,covid-19 lockdown,lockdown para sa covid-19
267,en,fil,,,covid-19 map,mapa ng covid-19
268,en,fil,,,covid-19 medicine,gamot sa covid-19
269,en,fil,,,covid-19 medicines,mga gamot sa covid-19
270,en,fil,,,covid-19 news,mga balita tungkol sa covid-19
271,en,fil,,,covid-19 outbreak,outbreak ng covid-19
272,en,fil,,,covid-19 pandemic,pandemya ng covid-19
273,en,fil,,,covid-19 panic,panic dahil sa covid-19
275,en,fil,,,covid-19 precautions,mga pag-iingat laban sa covid-19
276,en,fil,,,covid-19 protection,proteksyon laban sa covid-19
277,en,fil,,,covid-19 quarantine,quarantine dahil sa covid-19
278,en,fil,,,covid-19 SOS Alert,SOS Alert para sa covid-19
279,en,fil,,,covid-19 spread,paglaganap ng covid-19
280,en,fil,,,covid-19 symptoms,mga sintomas ng covid-19
281,en,fil,,,covid-19 transmission,pagpasa ng covid-19
282,en,fil,,,covid-19 travel ban,pag-ban sa paglalakbay dahil sa covid-19
283,en,fil,,,covid-19 travel restrictions,mga paghihigpit sa paglalakbay dahil sa covid-19
284,en,fil,,,covid-19 treatment,panggagamot sa covid-19
285,en,fil,,,covid-19 uncontrolled spread,hindi kontroladong paglaganap ng covid-19
286,en,fil,,,covid-19 vaccine,bakuna laban sa covid-19
287,en,fil,,,covid-19 vaccines,mga bakuna laban sa covid-19
288,en,fil,,,COVID-19 virus,covid-19 virus
289,en,fil,,,covid-19 virus outbreak,outbreak ng covid-19 virus
290,en,fil,,,covid-19 virus transmission,pagpasa ng covid-19 virus
291,en,fil,,,covid-19 WHO,covid-19 ayon sa WHO
292,en,fil,,,covid19,covid19
293,en,fil,,,covid19 alert,alerto sa covid19
294,en,fil,,,covid19 cases,mga kaso ng covid19
295,en,fil,,,covid19 CDC,covid19 ayon sa CDC
301,en,fil,,,covid19 deaths,mga pagkamatay dahil sa covid19
302,en,fil,,,covid19 domestic travel,covid19 sa lokal na paglalakbay
303,en,fil,,,covid19 effects,mga epekto ng covid19
304,en,fil,,,covid19 epidemic,epidemya ng covid19
305,en,fil,,,covid19 exposure,pagkalantad sa covid19
306,en,fil,,,covid19 fatal,nakakamatay ang covid19
307,en,fil,,,covid19 fever,lagnat dahil sa covid19
308,en,fil,,,covid19 illness,sakit na covid19
309,en,fil,,,covid19 incubation,incubation ng covid19
310,en,fil,,,covid19 incubation period,tagal ng incubation ng covid19
311,en,fil,,,covid19 infection,pagkahawa sa covid19
312,en,fil,,,covid19 international spread,pandaigdigang paglaganap ng covid19
313,en,fil,,,covid19 international travel,covid19 sa paglalakbay sa ibang bansa
314,en,fil,,,covid19 isolation,isolation dahil sa covid19
315,en,fil,,,covid19 lockdown,lockdown para sa covid19
316,en,fil,,,covid19 map,mapa ng covid19
317,en,fil,,,covid19 medicine,gamot sa covid19
318,en,fil,,,covid19 medicines,mga gamot sa covid19
319,en,fil,,,covid19 news,mga balita tungkol sa covid19
320,en,fil,,,covid19 outbreak,outbreak ng covid19
321,en,fil,,,covid19 pandemic,pandemya ng covid19
324,en,fil,,,covid19 precautions,mga pag-iingat laban sa covid19
325,en,fil,,,covid19 protection,proteksyon laban sa covid19
326,en,fil,,,covid19 quarantine,quarantine dahil sa covid19
327,en,fil,,,covid19 SOS Alert,SOS Alert para sa covid19
328,en,fil,,,covid19 spread,paglaganap ng covid19
329,en,fil,,,covid19 symptoms,mga sintomas ng covid19
330,en,fil,,,covid19 transmission,pagpasa ng covid19
331,en,fil,,,covid19 travel ban,pag-ban sa paglalakbay dahil sa covid19
332,en,fil,,,covid19 travel restrictions,mga paghihigpit sa paglalakbay dahil sa covid19
333,en,fil,,,covid19 treatment,panggagamot sa covid19
335,en,fil,,,covid19 vaccine,bakuna laban sa covid19
336,en,fil,,,covid19 vaccines,mga bakuna laban sa covid19
337,en,fil,,,covid19 virus,covid19 virus
338,en,fil,,,covid19 virus outbreak,outbreak ng covid19 virus
339,en,fil,,,covid19 virus transmission,pagpasa ng covid19 virus
342,en,fil,,,current outbreak,kasalukuyang outbreak
343,en,fil,,,deadly outbreak,nakakamatay na outbreak
345,en,fil,,,disease outbreak,outbreak ng sakit
346,en,fil,,,Disposable hand sanitizer,Disposable na hand sanitizer
348,en,fil,,,domestic travel,lokal na paglalakbay
351,en,fil,,,droplets,mga droplet
357,en,fil,,,Effects of coronavirus,Mga epekto ng coronavirus
359,en,fil,,,epidemic,epidemya
360,en,fil,,,epidemic and pandemic,epidemya at pandemya
362,en,fil,,,epidemic disease,epidemikong sakit
364,en,fil,,,epidemic outbreak,epidemikong outbreak
365,en,fil,,,epidemic period,tagal ng epidemya
366,en,fil,,,epidemic prevention,pagpigil sa epidemya
368,en,fil,,,epidemic season,panahon ng epidemya
369,en,fil,,,epidemic situation,sitwasyon ng epidemya
371,en,fil,,,exposure,pagkalantad
375,en,fil,,,exposure time,tagal ng pagkalantad
379,en,fil,,,fever,lagnat
380,en,fil,,,fight the virus,labanan ang virus
381,en,fil,,,Fighting the outbreak,Paglaban sa outbreak
382,en,fil,,,flu epidemic,epidemya ng flu
385,en,fil,,,fomites,mga fomite
392,en,fil,,,global health emergency,pandaigdigang emergency sa kalusugan
393,en,fil,,,global outbreak,pandaigdigang outbreak
394,en,fil,,,global pandemic,pandaigdigang pandemya
396,en,fil,,,hand sanitizer,hand sanitizer
397,en,fil,,,hand sanitizer dispenser,dispenser ng hand sanitizer
398,en,fil,,,hand sanitizer gel,hand sanitizer gel
399,en,fil,,,hand sanitizer spray,hand sanitizer spray
403,en,fil,,,home isolation,isolation sa bahay
404,en,fil,,,home quarantine,quarantine sa bahay
410,en,fil,,,illness,sakit
415,en,fil,,,incubation period,tagal ng incubation
418,en,fil,,,infected,nahawaan
424,en,fil,,,instant hand sanitizer,instant na hand sanitizer
425,en,fil,,,international spread,pandaigdigang paglaganap
426,en,fil,,,international travel,paglalakbay sa ibang bansa
427,en,fil,,,isolation,isolation
428,en,fil,,,isolation period,tagal ng isolation
430,en,fil,,,isolation room,isolation room
431,en,fil,,,isolation valve,isolation valve
432,en,fil,,,isolation ward,isolation ward
434,en,fil,,,lockdown,lockdown
438,en,fil,,,major outbreak,pangunahing outbreak
439,en,fil,,,mandatory quarantine,mandatoryong quarantine
440,en,fil,,,mass gathering,pagsasama ng maraming tao
444,en,fil,,,medicine,gamot
445,en,fil,,,medicines,mga gamot
448,en,fil,,,n95,n95
449,en,fil,,,n95 mask,n95 mask
450,en,fil,,,n95 respirator,n95 respirator
451,en,fil,,,ncov,ncov
452,en,fil,,,ncov-2019,ncov-2019
453,en,fil,,,new coronavirus,bagong coronavirus
454,en,fil,,,new coronavirus pneumonia,pulmonya dahil sa bagong coronavirus
460,en,fil,,,novel coronavirus,novel coronavirus
462,en,fil,,,novel coronavirus infection,pagkahawa sa novel coronavirus
463,en,fil,,,novel coronavirus outbreak,outbreak ng novel coronavirus
464,en,fil,,,novel coronavirus pneumonia,pulmonya dahil sa novel coronavirus
470,en,fil,,,ongoing outbreak,kasalukuyang outbreak
472,en,fil,,,outbreak,outbreak
474,en,fil,,,outbreak of coronavirus,outbreak ng coronavirus
475,en,fil,,,outbreak of disease,outbreak ng sakit
482,en,fil,,,pandemic,pandemya
485,en,fil,,,pandemic influenza,pandemikong influenza
486,en,fil,,,pandemic outbreak,pandemikong outbreak
487,en,fil,,,pandemic plan,plano para sa pandemya
488,en,fil,,,pandemic potential,potensyal na maging pandemya
495,en,fil,,,pneumonia,pulmonya
496,en,fil,,,pneumonia epidemic,epidemya ng pulmonya
497,en,fil,,,potential exposure,potensyal na pagkalantad
498,en,fil,,,precautions,mga pag-iingat
499,en,fil,,,prevent virus,pigilan ang virus
500,en,fil,,,prolonged exposure,matagal na pagkalantad
504,en,fil,,,quarantine,quarantine
505,en,fil,,,quarantine area,lugar ng quarantine
506,en,fil,,,quarantine facility,pasilidad para sa quarantine
507,en,fil,,,quarantine measures,mga hakbang para sa quarantine
508,en,fil,,,quarantine period,tagal ng quarantine
509,en,fil,,,quarantine room,kuwarto para sa quarantine
510,en,fil,,,quarantine zone,zone ng quarantine
512,en,fil,,,Recovered coronavirus patient,Pasyenteng gumaling mula sa coronavirus
514,en,fil,,,repatriate,ibalik sa pinagmulang bansa
515,en,fil,,,repeated exposure,paulit-ulit na pagkalantad
516,en,fil,,,respiratory syncytial virus,respiratory syncytial virus
517,en,fil,,,respiratory virus,respiratory virus
519,en,fil,,,Sanitizing hand sanitizer,Panlinis na hand sanitizer
520,en,fil,,,SARS-CoV-2,SARS-CoV-2
521,en,fil,,,self isolation,self-isolation
522,en,fil,,,self quarantine,self-quarantine
523,en,fil,,,Severe outbreak,Malalang outbreak
525,en,fil,,,social distancing,social distancing
526,en,fil,,,social distancing measures,mga hakbang sa social distancing
527,en,fil,,,social isolation,social isolation
528,en,fil,,,SOS Alert,SOS Alert
529,en,fil,,,spread,paglaganap
530,en,fil,,,spread of coronavirus,paglaganap ng coronavirus
531,en,fil,,,spread of virus,paglaganap ng virus
535,en,fil,,,strain of virus,strain ng virus
541,en,fil,,,the incubation period,ang tagal ng incubation
544,en,fil,,,the novel coronavirus,ang novel coronavirus
558,en,fil,,,touching face,paghawak sa mukha
559,en,fil,,,travel advisory,abiso sa paglalakbay
560,en,fil,,,travel ban,pag-ban sa paglalakbay
561,en,fil,,,travel restrictions,mga paghihigpit sa paglalakbay
565,en,fil,,,use hand sanitizer,gumamit ng hand sanitizer
566,en,fil,,,vaccines,mga bakuna
567,en,fil,,,viral outbreak,outbreak dahil sa virus
568,en,fil,,,virtual lockdown,virtual lockdown
569,en,fil,,,virus,virus
570,en,fil,,,virus carrier,carrier ng virus
573,en,fil,,,virus infection,pagkahawa sa virus
575,en,fil,,,virus mask,mask laban sa virus
576,en,fil,,,virus outbreak,outbreak ng virus
577,en,fil,,,virus prevention,pagpigil sa virus
578,en,fil,,,virus protection,proteksyon laban sa virus
580,en,fil,,,virus spread,paglaganap ng virus
582,en,fil,,,virus spreads,mga paglaganap ng virus
583,en,fil,,,virus strain,virus strain
584,en,fil,,,virus transmission,pagpasa ng virus
586,en,fil,,,wash your hands,maghugas ka ng kamay
587,en,fil,,,washing hands,paghuhugas ng kamay
589,en,fil,,,WHO,WHO
590,en,fil,,,WHO Confirmed,Kinumpirma ng WHO
591,en,fil,,,WHO Deaths,Mga pagkamatay ayon sa WHO
592,en,fil,,,widespread outbreak,malawakang outbreak
597,en,fil,,,World Health Organization,World Health Organization
600,en,fil,,,zoonotic disease,zoonotic na sakit
601,en,fil,,,zoonotic virus,zoonotic na virus
